,#miRNA,read_count,precursor,total,s01,s02,s03,s04,s05,s06,s07,s08,s09,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s01(norm),s02(norm),s03(norm),s04(norm),s05(norm),s06(norm),s07(norm),s08(norm),s09(norm),s10(norm),s11(norm),s12(norm),s13(norm),s14(norm),s15(norm),s16(norm),s17(norm),s18(norm),s19(norm),s20(norm),s21(norm),s22(norm),s23(norm),s24(norm)
370,bta-miR-2284h-5p,43.0,bta-mir-2284h,43.0,2.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,1.0,2.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,2.0,2.0,2.0,3.92,0.0,2.01,6.22,6.75,0.0,2.82,5.35,2.5,2.47,8.12,6.02,6.68,0.0,2.17,3.89,1.84,0.0,10.22,0.0,0.0,3.6,4.26,2.87
371,bta-miR-2446,18.0,bta-mir-2446,18.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.92,0.0,2.01,0.0,0.0,3.77,0.0,1.78,0.0,3.71,0.0,4.82,0.0,2.47,4.34,0.0,0.0,1.84,1.28,0.0,0.0,0.0,2.13,0.0
372,bta-miR-2284p,24.0,bta-mir-2284p,24.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.92,0.0,0.0,0.0,5.06,3.77,2.82,8.91,4.99,2.47,2.03,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,6.28,3.6,0.0,2.87
373,bta-miR-935,9.0,bta-mir-935,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.03,0.0,0.0,2.47,4.34,7.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,bta-miR-2449,16.0,bta-mir-2449,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,3.57,4.99,0.0,6.09,1.2,0.0,0.0,2.17,0.0,3.67,0.0,0.0,0.0,0.0,3.6,0.0,1.43
375,bta-miR-431,413.0,bta-mir-431,413.0,1.0,15.0,0.0,0.0,143.0,1.0,6.0,30.0,0.0,32.0,2.0,1.0,3.0,0.0,0.0,0.0,36.0,0.0,99.0,3.0,0.0,0.0,26.0,15.0,1.96,36.8,0.0,0.0,241.31,3.77,16.94,53.48,0.0,39.57,4.06,1.2,20.03,0.0,0.0,0.0,66.12,0.0,126.47,7.61,0.0,0.0,55.38,21.5
376,bta-miR-2285aa,68.0,bta-mir-2285aa,68.0,1.0,3.0,3.0,3.0,12.0,2.0,3.0,4.0,1.0,6.0,4.0,3.0,5.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,1.96,7.36,6.03,9.34,20.25,7.54,8.47,7.13,2.5,7.42,8.12,3.61,33.38,4.94,2.17,11.67,5.51,1.84,2.55,2.54,0.0,0.0,2.13,5.73
377,bta-miR-2313-5p,54.0,bta-mir-2313,54.0,1.0,2.0,6.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,10.0,1.0,0.0,1.0,3.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.96,4.91,12.07,9.34,1.69,0.0,2.82,3.57,2.5,2.47,4.06,12.05,6.68,0.0,2.17,11.67,9.18,3.69,2.55,7.61,3.14,3.6,2.13,2.87
378,bta-miR-2284m,31.0,bta-mir-2284m,31.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,4.0,1.96,4.91,4.02,0.0,3.37,11.31,2.82,1.78,4.99,0.0,4.06,2.41,0.0,0.0,0.0,3.89,0.0,3.69,3.83,0.0,0.0,3.6,2.13,5.73
379,bta-miR-29d-5p,26.0,bta-mir-29c,26.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.96,4.91,4.02,0.0,3.37,0.0,0.0,0.0,0.0,2.47,12.18,1.2,6.68,2.47,0.0,3.89,1.84,3.69,2.55,0.0,0.0,0.0,0.0,2.87
380,bta-miR-29d-5p,26.0,bta-mir-29d,26.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.96,4.91,4.02,0.0,3.37,0.0,0.0,0.0,0.0,2.47,12.18,1.2,6.68,2.47,0.0,3.89,1.84,3.69,2.55,0.0,0.0,0.0,0.0,2.87
381,bta-miR-374a,16.0,bta-mir-374a,16.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.96,4.91,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,2.41,0.0,2.47,4.34,0.0,0.0,1.84,3.83,0.0,3.14,0.0,0.0,1.43
382,bta-miR-2285e,42.0,bta-mir-2285e-2,42.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,5.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,5.0,4.0,1.96,4.91,0.0,6.22,3.37,11.31,5.65,8.91,0.0,4.95,2.03,1.2,6.68,0.0,0.0,3.89,1.84,3.69,1.28,0.0,6.28,3.6,10.65,5.73
383,bta-miR-2447,34.0,bta-mir-2447,34.0,1.0,2.0,0.0,1.0,9.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.96,4.91,0.0,3.11,15.19,7.54,2.82,8.91,4.99,2.47,2.03,2.41,0.0,0.0,2.17,0.0,1.84,0.0,2.55,2.54,0.0,0.0,2.13,0.0
384,bta-miR-2285x,9.0,bta-mir-2285x,9.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.96,4.91,0.0,0.0,3.37,0.0,0.0,0.0,0.0,1.24,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.43
385,bta-miR-30b-3p,7.0,bta-mir-30b,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.96,4.91,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87
386,bta-miR-2285l,35.0,bta-mir-2285l,35.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,5.0,1.96,2.45,4.02,3.11,3.37,3.77,0.0,0.0,0.0,1.24,4.06,9.64,0.0,2.47,0.0,0.0,0.0,0.0,8.94,0.0,0.0,3.6,2.13,7.17
387,bta-miR-654,60.0,bta-mir-654,60.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,4.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,15.0,2.0,1.0,0.0,4.0,6.0,1.96,2.45,4.02,0.0,6.75,0.0,2.82,7.13,2.5,6.18,2.03,0.0,6.68,0.0,0.0,0.0,16.53,3.69,19.16,5.07,3.14,0.0,8.52,8.6
388,bta-miR-6535,19.0,bta-mir-6535,19.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.96,2.45,2.01,3.11,3.37,0.0,0.0,1.78,0.0,2.47,2.03,2.41,6.68,0.0,2.17,0.0,1.84,0.0,1.28,2.54,3.14,0.0,2.13,0.0
389,bta-miR-7861,15.0,bta-mir-7861,15.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.96,2.45,2.01,0.0,6.75,0.0,0.0,0.0,0.0,1.24,4.06,0.0,13.35,0.0,0.0,0.0,0.0,1.84,1.28,0.0,0.0,0.0,0.0,1.43
390,bta-miR-454,35.0,bta-mir-454,35.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,1.0,1.0,2.0,2.0,3.0,7.0,0.0,1.0,1.0,0.0,2.0,1.96,2.45,2.01,0.0,3.37,0.0,0.0,0.0,2.5,2.47,6.09,4.82,0.0,2.47,2.17,7.78,3.67,5.53,8.94,0.0,3.14,1.8,0.0,2.87
391,bta-miR-2284r,27.0,bta-mir-2284r,27.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,1.96,2.45,2.01,0.0,1.69,11.31,0.0,1.78,0.0,1.24,2.03,3.61,0.0,0.0,4.34,3.89,0.0,3.69,5.11,5.07,0.0,1.8,2.13,1.43
392,bta-miR-208b,14.0,bta-mir-208b,14.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.96,2.45,2.01,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,2.17,3.89,0.0,0.0,1.28,0.0,0.0,7.21,0.0,1.43
393,bta-miR-219-5p,12.0,bta-mir-219-1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.96,2.45,2.01,0.0,0.0,0.0,5.65,1.78,2.5,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.84,0.0,0.0,2.54,0.0,1.8,0.0,1.43
394,bta-miR-491,18.0,bta-mir-491,18.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.96,2.45,0.0,3.11,5.06,3.77,0.0,0.0,2.5,0.0,2.03,1.2,6.68,0.0,4.34,0.0,1.84,0.0,3.83,0.0,0.0,0.0,0.0,1.43
395,bta-miR-2443,13.0,bta-mir-2443,13.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.96,2.45,0.0,0.0,3.37,3.77,5.65,1.78,2.5,1.24,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0,3.14,0.0,0.0,1.43
396,bta-miR-450a,23.0,bta-mir-450a-1,23.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,1.96,2.45,0.0,0.0,3.37,0.0,0.0,1.78,0.0,4.95,0.0,1.2,0.0,0.0,2.17,0.0,3.67,3.69,2.55,0.0,9.42,5.41,0.0,0.0
397,bta-miR-450a,23.0,bta-mir-450a-2,23.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,1.96,2.45,0.0,0.0,3.37,0.0,0.0,1.78,0.0,4.95,0.0,1.2,0.0,0.0,2.17,0.0,3.67,3.69,2.55,0.0,9.42,5.41,0.0,0.0
398,bta-miR-7860,4.0,bta-mir-7860,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.96,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,3.14,0.0,0.0,0.0
399,bta-miR-2284e,3.0,bta-mir-2284e,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.96,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0
400,bta-miR-31,53.0,bta-mir-31,53.0,1.0,0.0,3.0,0.0,2.0,4.0,0.0,1.0,4.0,2.0,7.0,3.0,2.0,4.0,5.0,0.0,5.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,1.96,0.0,6.03,0.0,3.37,15.08,0.0,1.78,9.98,2.47,14.2,3.61,13.35,9.89,10.85,0.0,9.18,5.53,3.83,0.0,3.14,1.8,0.0,2.87
401,bta-miR-2284u,17.0,bta-mir-2284u,17.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.96,0.0,6.03,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,2.41,0.0,0.0,0.0,0.0,3.67,0.0,6.39,0.0,0.0,1.8,0.0,0.0
402,bta-miR-2440,29.0,bta-mir-2440,29.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.96,0.0,4.02,6.22,0.0,7.54,5.65,0.0,4.99,0.0,2.03,7.23,0.0,0.0,2.17,0.0,5.51,0.0,3.83,0.0,0.0,0.0,0.0,5.73
403,bta-miR-2285o,25.0,bta-mir-2285o-2,25.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.96,0.0,4.02,0.0,3.37,0.0,2.82,0.0,4.99,4.95,0.0,1.2,6.68,4.94,4.34,0.0,0.0,3.69,1.28,5.07,6.28,0.0,0.0,0.0
404,bta-miR-2285u,20.0,bta-mir-2285o-3,20.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.96,0.0,4.02,0.0,3.37,0.0,0.0,0.0,4.99,3.71,0.0,1.2,6.68,0.0,4.34,0.0,0.0,3.69,1.28,5.07,3.14,0.0,0.0,0.0
405,bta-miR-2285n,28.0,bta-mir-2285n-1,28.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,1.96,0.0,2.01,3.11,5.06,3.77,0.0,0.0,0.0,4.95,6.09,1.2,0.0,0.0,2.17,0.0,0.0,0.0,8.94,0.0,0.0,3.6,0.0,4.3
406,bta-miR-2285n,28.0,bta-mir-2285n-2,28.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,1.96,0.0,2.01,3.11,5.06,3.77,0.0,0.0,0.0,4.95,6.09,1.2,0.0,0.0,2.17,0.0,0.0,0.0,8.94,0.0,0.0,3.6,0.0,4.3
407,bta-miR-2285n,29.0,bta-mir-2285n-3,29.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,3.0,1.96,0.0,2.01,3.11,5.06,3.77,0.0,0.0,0.0,4.95,6.09,1.2,0.0,0.0,2.17,0.0,0.0,0.0,10.22,0.0,0.0,3.6,0.0,4.3
408,bta-miR-2285n,28.0,bta-mir-2285n-4,28.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,1.96,0.0,2.01,3.11,5.06,3.77,0.0,0.0,0.0,4.95,6.09,1.2,0.0,0.0,2.17,0.0,0.0,0.0,8.94,0.0,0.0,3.6,0.0,4.3
409,bta-miR-2285n,28.0,bta-mir-2285n-7,28.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,1.96,0.0,2.01,3.11,5.06,3.77,0.0,0.0,0.0,4.95,6.09,1.2,0.0,0.0,2.17,0.0,0.0,0.0,8.94,0.0,0.0,3.6,0.0,4.3
410,bta-miR-2285o,25.0,bta-mir-2285o-4,25.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.96,0.0,2.01,3.11,3.37,0.0,2.82,0.0,4.99,4.95,0.0,1.2,6.68,4.94,4.34,0.0,0.0,3.69,1.28,5.07,6.28,0.0,0.0,0.0
411,bta-miR-2285o,25.0,bta-mir-2285o-5,25.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.96,0.0,2.01,3.11,3.37,0.0,2.82,0.0,4.99,4.95,0.0,1.2,6.68,4.94,4.34,0.0,0.0,3.69,1.28,5.07,6.28,0.0,0.0,0.0
412,bta-miR-542-5p,32.0,bta-mir-542,32.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,3.0,2.0,1.96,0.0,2.01,3.11,1.69,0.0,11.3,1.78,0.0,3.71,2.03,1.2,0.0,2.47,2.17,3.89,1.84,1.84,7.66,2.54,0.0,1.8,6.39,2.87
413,bta-miR-499,12.0,bta-mir-499,12.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.96,0.0,2.01,3.11,1.69,0.0,0.0,1.78,0.0,1.24,4.06,1.2,0.0,0.0,0.0,0.0,1.84,1.84,0.0,0.0,0.0,0.0,0.0,1.43
414,bta-miR-2328-5p,6.0,bta-mir-2328,6.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,2.01,3.11,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,bta-miR-539,3.0,bta-mir-539,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,2.01,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,bta-miR-2428,5.0,bta-mir-2428,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.96,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0
417,bta-miR-6521,19.0,bta-mir-6521,19.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.96,0.0,0.0,6.22,1.69,0.0,5.65,0.0,7.49,1.24,0.0,1.2,0.0,2.47,4.34,0.0,0.0,3.69,1.28,2.54,0.0,1.8,0.0,0.0
418,bta-miR-6527,16.0,bta-mir-6527,16.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.96,0.0,0.0,6.22,0.0,0.0,2.82,3.57,0.0,0.0,4.06,1.2,0.0,2.47,2.17,3.89,0.0,0.0,1.28,2.54,0.0,1.8,0.0,1.43
419,bta-miR-2466-3p,7.0,bta-mir-2466,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.96,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.0,0.0,2.54,0.0,0.0,2.13,0.0
420,bta-miR-6525,10.0,bta-mir-6525,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.96,0.0,0.0,3.11,1.69,0.0,0.0,1.78,0.0,0.0,0.0,1.2,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,6.28,0.0,2.13,1.43
421,bta-miR-4657,7.0,bta-mir-4657,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,3.11,1.69,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,4.94,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,bta-miR-2397-5p,18.0,bta-mir-2397,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,1.96,0.0,0.0,3.11,1.69,0.0,0.0,0.0,4.99,0.0,2.03,0.0,0.0,2.47,2.17,3.89,0.0,3.69,3.83,0.0,0.0,1.8,2.13,2.87
423,bta-miR-183,14.0,bta-mir-183,14.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.96,0.0,0.0,3.11,0.0,3.77,0.0,1.78,0.0,2.47,2.03,2.41,0.0,0.0,2.17,3.89,0.0,0.0,2.55,0.0,3.14,0.0,0.0,0.0
424,bta-miR-2397-3p,11.0,bta-mir-2397,11.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.96,0.0,0.0,0.0,5.06,0.0,0.0,0.0,2.5,0.0,0.0,1.2,0.0,2.47,0.0,0.0,0.0,0.0,2.55,0.0,3.14,0.0,0.0,1.43
425,bta-miR-628,14.0,bta-mir-628,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.96,0.0,0.0,0.0,3.37,0.0,0.0,1.78,0.0,3.71,0.0,0.0,6.68,0.0,2.17,0.0,0.0,0.0,0.0,2.54,0.0,1.8,0.0,4.3
426,bta-miR-2285i,11.0,bta-mir-2285i,11.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.96,0.0,0.0,0.0,3.37,0.0,0.0,1.78,0.0,1.24,0.0,0.0,0.0,2.47,0.0,3.89,0.0,0.0,0.0,0.0,9.42,1.8,0.0,0.0
427,bta-miR-655,7.0,bta-mir-655,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.84,0.0,3.83,0.0,0.0,0.0,0.0,0.0
428,bta-miR-545-3p,2.0,bta-mir-545,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,bta-miR-411c-3p,5.0,bta-mir-411c,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.96,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,2.13,0.0
430,bta-miR-2411-5p,19.0,bta-mir-2411,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.96,0.0,0.0,0.0,1.69,0.0,0.0,0.0,7.49,1.24,2.03,2.41,13.35,2.47,0.0,0.0,0.0,1.84,5.11,2.54,0.0,1.8,0.0,0.0
431,bta-miR-2467-3p,8.0,bta-mir-2467,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,3.77,2.82,0.0,0.0,0.0,2.03,2.41,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
